x0,x1,x2,x3,x4,x5,x6,y
48.349341397144165,49.297752494818134,33.864623904059656,30.954804527354867,59.41519877877736,42.536755509589,57.25539583046977,1.5507584343550087
43.20029061116463,26.87833430329659,52.69942649115515,44.97281135217507,36.55759622751056,42.60887631275584,23.740194245958833,-4.740860251594171
28.026174662972764,42.297821483920956,57.05546985136008,36.10652614824555,47.0009830142606,43.45786399640757,42.72790802268427,41.40176697898819
31.621360587139534,51.953981599109916,57.01359042816548,41.593504497600904,63.62364421736804,46.996169120404936,38.779213497689945,-12.185978860886934
37.86772133617288,29.44408603462491,40.53688304480261,66.65758387338624,38.63869477441943,46.41939758011285,39.078734343675606,-1.773583743525177
34.89676211440984,47.874213096381474,32.19216958044873,41.3090552688451,43.24361427480653,41.4988135396881,52.94415337591798,35.582690275220116
39.768583481119826,32.98993395565636,37.144541508448455,39.92219450118012,44.54556899718163,39.210661071018016,43.06523975344767,9.722895405569538
32.85045899672519,41.98155696419005,56.77515990725678,36.97933585316456,37.308124135289944,35.00009156121126,31.76172808989167,-26.983227976738224
56.44472384179029,54.37251621265642,32.32144536914809,28.547271866171627,62.13368292200089,68.55729311519165,51.94645043805199,5.787502071657685
57.447463285911574,46.40918074075027,46.2290241331164,29.481681192711314,54.5227675939104,53.96051830119878,67.88082290827741,12.918433940445361
33.02864043163308,37.21363846059543,42.174133383565156,30.731351314268363,57.023077656248574,39.03135250262736,67.02007023618323,36.80450252294641
32.77419685775845,36.702558130120906,57.32166925475491,57.4464741158656,45.28207242605582,47.629118354686206,35.32087478143407,-11.486884148875001
60.76398351113415,59.39291067022013,32.06135322321636,31.33115987623954,66.0100567795912,55.11668774754924,58.5367203636979,7.7609796985464286
27.478305545499534,42.52906909672233,58.21766697458464,32.090009001299876,53.704745296101635,40.99040314722169,41.32175345855197,0.6572879454337457
45.81603503812396,61.661852795722936,29.44919911711445,30.022993470994354,59.31093454618308,59.45002815939725,43.405837616361666,-12.455123563582823
32.40104298397195,34.13233039194272,56.752299740221474,35.908522011185845,47.87625099278806,58.02990441362368,35.479162271235445,-12.177717236408393
48.75444825208595,30.128741538517232,57.228151227795784,45.12781425324217,36.94869936671137,57.94357174583479,38.63061491648856,-10.187164920416064
57.49769478044968,52.50855213043955,30.97581129664592,33.84198760224066,69.89329253476672,60.88355427829491,63.82994417873664,12.684270842755419
42.04082312720613,50.714589524164055,35.69343892563285,28.600140472106368,56.69049231660054,57.89999465108702,63.3232049162531,24.25610765300871
14.198964205726622,43.784449300688735,57.7433094280306,36.42019773673086,51.11790284528571,55.061978600190415,32.32224264431116,-27.548638649971018
55.93706399370579,48.58685212962035,27.970140545669654,33.140203870448744,59.95309277887669,40.07981003912509,62.42451681097266,-18.309385145021615
33.05289499225665,18.90672053720973,49.88105253554751,44.50304247483052,37.789846788196556,31.72870838941007,35.130516505989135,-24.930807702259493
43.405057308117534,38.136421441528356,56.50034448687312,45.673382416743245,47.00820660710848,46.61799129122592,36.92102340544613,26.252190506558403
27.8741662638298,36.01001364573221,55.65980065695602,36.03945046184157,36.72444916104781,61.6516169184324,39.796335636716876,15.106243496042648
23.45638374699643,38.29997271927211,58.876815525988555,47.588741671895065,55.11820801364504,45.753309022446984,38.81140067987387,-2.0830087604298893
34.25994700651235,43.7091594851068,58.40452642778693,45.389878042452565,62.55447960495667,39.640409916209826,34.47691053728795,21.834876489757182
57.117699796797325,52.469470688861776,29.253421405071695,29.08254744150618,57.645218646350116,70.83426610000025,48.009056452172395,-4.601922813218285
35.749997881206156,38.35591808080766,59.057775157677774,31.58243307892046,40.590056820552746,38.614953154727374,32.80305248759284,-3.424900389154433
30.132692726605764,41.41355169401635,57.468481774000175,21.70585759361064,34.44611482904763,53.592471288045836,39.87873644380203,-54.509630077936656
24.51381504202127,41.342355594515276,55.84614998461362,32.23005042770405,39.41368864759513,46.07055658345873,34.721328028503414,45.39285891187552
60.82346951042814,48.715878404834896,55.90729706357346,45.33792301088273,37.183128497403395,72.05856531184462,64.79774805973116,-32.45640459242697
57.06518975864057,50.786230475529806,26.206153869701424,42.36634169204235,45.663082160756005,56.55728930137097,36.112787406323015,41.81313836490504
48.94165764135734,58.96827489300686,26.311861364336934,31.495413336305692,65.40196496939619,65.52807386187008,54.529230096804476,82.45950724123115
26.53865575628779,39.09155267691872,57.65304224919296,58.828313701421976,52.504116690432596,58.72032699388714,35.81710882238309,-13.659716485240413
56.25881598091339,55.772679266704024,28.95774300407926,29.707126749454275,65.80301048650988,68.46342527100614,54.60726131780829,-60.82371844734607
39.30875696190106,31.74203277280788,46.92892288453317,65.03257304726623,51.874236289600745,45.42446150930129,68.22553383931577,21.59959314877173
35.861289107733896,37.06045208037215,58.122182509191276,50.03305623413978,58.9491924598929,36.196555028677324,36.281272693292976,24.670881907962954
19.298599206560244,44.97433285712875,56.10115372945337,45.270297802485985,49.43750498280048,58.93688450052555,36.959745919407354,-12.286266263083233
20.944681640766575,35.50801546045035,57.02226663547929,42.80456559633024,60.855451306691556,52.65641611500111,31.120993555053786,-14.58161200874881
49.39296247930176,62.06542736118781,34.086660876786695,32.47475471549789,74.69206927568125,60.496786918281,62.09080765124662,2.02706230913849
31.667876922337815,39.08984172303966,51.164403613412624,44.52515433583326,35.54312524900782,60.81244298365735,40.78859588931267,46.23702005477089
56.541845286846716,61.13666332909989,29.400219941666215,28.594989174803388,67.73700618926316,53.111860372634986,53.860767175855166,1.8294020331026055
29.01279378900076,52.4372252167066,47.76377163022896,23.448576244987446,41.889543515159644,70.80009289930562,29.13170552815466,-46.721443659746086
36.95100720811695,54.60808612372209,42.04149012095287,45.089886371964774,39.59457035199755,51.52507371216978,43.64164513773797,10.977632670877135
67.15820873529373,47.403398022167266,33.73275256430365,28.30244231914099,53.137582359525155,59.72469078964304,59.72775231973894,-8.994377134378212
57.97580327968807,51.52585877667249,34.77467055785799,31.793595006811863,61.99275897194032,45.34619580874927,69.23381847453338,-2.7216273894987673
34.71981120645811,47.79162143098223,57.96577621993432,26.309053589440946,44.97390323616474,54.40485578484909,36.056517711550164,-39.90755482148322
66.5668962792519,50.24582984365903,37.6986713005238,38.46219923828537,26.6854158097092,67.18565859185959,32.75289661058512,-150.34657236992246
60.53763760007768,53.60185907954134,31.991392291763646,31.900516956334492,63.13520362983999,46.53156725963986,66.35154437870256,73.27275552881962
40.4270417841873,40.20676400294675,57.41736477987643,44.195087022509455,56.50032131378154,37.44918370659927,31.46733952151855,15.21056843690891
36.51873404711919,45.776712350761116,45.87325449975252,45.51056969704341,36.77135756806287,61.37151792473218,47.15955667146094,25.918137035390103
60.89681665722174,51.13875926787527,20.746601990250582,31.060154869893232,59.194049992667026,52.03773721456019,59.0172305014472,33.67404110923651
39.3458387959345,44.17047048264716,52.30388374369548,45.123566923457986,36.95570591298661,47.115054430533256,44.68419561609064,48.744873254473006
55.2132370683772,52.140524185258705,33.611300943239286,28.278928293712262,55.16723121490931,61.774128852970755,55.38387574015236,-12.631228258759169
42.582486082107394,65.25449741712923,34.75835562197992,29.75116604367557,67.24892151029215,63.2689918226755,52.522257691035406,28.006518029637913
42.24244072451302,42.07301521082109,57.8641881376604,49.82990736900866,50.28300948412373,56.94498825901821,34.08186654291704,33.63965298017884
70.77611773671113,57.17907448094062,20.332185008346826,40.672278288373434,30.282054144562345,62.74143713163026,35.41663469550639,-39.42666147276505
27.865016265626693,47.165517099852,57.40546084127054,40.14186320310639,63.83313062802574,55.12631942907668,38.9528840479657,16.666534850007878
51.90333338937396,53.863010621263,33.46207538376097,31.03066931094919,62.271164854846816,43.43298600674628,70.10428731470907,-22.61349903285976
49.96457288264871,57.25187803962008,38.731538250659504,28.122529126505345,65.96185177516413,68.19441892603088,55.64674115044739,26.993523111182064
49.18908249533945,42.92752930659104,56.772807750027226,45.99806735705667,49.96506412610349,49.970440333972455,37.20511435642031,62.20656059471997
54.03694692471764,19.333586682243517,51.86761785599986,44.187772292406855,37.93937958465776,45.604306621602134,54.16445664609677,8.867257153546337
32.219383531210894,45.83082675914379,57.69541477748663,45.62886197446353,53.182104645951426,43.18792316135174,38.52920725370623,20.5362876638511
42.361959472594165,45.759994424949035,57.35723789731208,47.75902094861664,48.08511977747154,55.95672670005893,38.96737166292598,-0.4130089796657286
