x0,x1,x2,x3,x4,x5,x6,y
57.82350678470753,30.576679572309104,35.524982110729354,70.09841785312958,28.985882432488463,36.99462109316078,50.2086867610505,-0.26071146016778
51.48554251749054,60.80207953302444,66.457961670901,41.90196142726267,63.17983867324214,38.38321032701026,65.57227884904346,-32.80887414281976
49.4860949818465,56.060333053676025,41.412931535736334,70.42098706074593,34.284480992096185,65.55500360629524,44.13797544240265,-10.365891499731848
47.668364845165215,54.74934215292335,48.66469652214693,50.67105172997166,39.057548416378815,66.63947810764815,45.321726434049516,1.7421443091344013
50.40165489624013,44.77567557270523,50.53235589924379,64.26355426825809,69.02763953017138,54.494833469174566,63.89137454395904,-26.766580506442505
47.20574343662361,48.163885395028906,40.93879076952048,44.05647950433578,59.60177395475354,73.03777646212744,47.25353953394881,-40.94246240128446
49.197217507168105,57.63804961719441,36.124723997750436,49.07217290690474,28.85106385142191,61.043358163281376,43.74343719002334,-53.8564461397626
51.04462620518536,57.010895492795086,50.61628826186165,53.846982907833045,42.30046779571817,66.25697725541423,45.70037544777241,-1.893733991098097
42.757498452596245,26.84086697315692,54.19162108230999,63.5415921901473,63.5885715528924,53.49974468916164,76.24218915755489,-29.800353485867014
48.614249414624915,55.44868043645638,50.994879491734544,48.38322603741541,46.75446716415404,66.02318972226486,46.221269143251504,-11.034131789178561
43.47827690935948,42.09569148572092,49.52456581908215,60.32633815844403,48.73344908313816,32.55653064622584,53.3457390066464,-8.338159882726544
53.96215381565553,49.053695450761936,71.07085574688348,54.49376106606781,46.44627381137916,41.92099535446764,64.9524729368443,-2.9123658629858538
43.758198898234824,53.72628513656052,50.898807728950615,58.44753295987854,43.83277589127265,35.20756020953368,60.83086971103612,-22.896045392542035
48.79520145423352,42.15252261024701,47.5847989701122,73.56235348574988,40.76908146660346,58.40459612840818,42.344536996744154,-19.844550571262047
49.719648273400765,47.37065089350236,48.13322663460982,68.28647355740422,33.3962941992406,55.66121301021321,42.84143025006569,-13.24440627213586
50.47151972779145,50.61102380648718,34.1649688507957,53.52132222844314,49.62518820176731,70.89230973090467,45.154773080425315,34.419304637344766
53.65350054027402,70.08233376852405,65.85533731609301,46.87844524710434,66.19641573710891,39.73534961363425,60.571733468690624,-61.609268838844365
41.92560469733452,39.45374030880785,37.946243254786665,66.93889382742837,51.20490555146316,65.68517927881891,42.643046171888244,21.193723725419197
65.02634556230613,54.21667155241492,49.868139466265305,63.746925758809056,61.29169443527091,63.46964908426992,62.89069732511104,-43.12411493769382
51.08522059331563,57.096623726115716,33.36008231829773,36.20440340557447,51.95512629025336,72.31473771768347,46.45232997820781,-48.76424723126814
53.259172532519216,40.788180917999675,40.82014980619275,70.39594517997962,56.85103320153698,44.82386107491831,67.34849757816727,-32.847209677060455
49.666939716011576,52.98891597503356,45.23399347358075,70.22720623379246,40.6619141817831,57.42364339752001,44.40459210752936,34.25714279429815
