x0,x1,x2,x3,x4,y
45.272900563970836,60.62738165502827,30.738363567930186,59.81429397169226,71.09619466731564,10.584521322662045
60.10880507090603,32.107222529323096,63.07699604508606,55.05560396624131,42.63506538417846,-45.861832769844334
55.16866055727094,46.987058653160844,29.12964684309386,71.59001431872223,23.48876212479933,19.30317219396699
58.098130651906494,34.82245737127197,44.506783045188236,50.89502868236169,32.90072710287565,-19.052170744941435
49.65910053941918,54.84256777102692,46.205168117397626,83.04333322907762,25.899647412322686,7.033604340864406
52.050678756584034,51.11669661581032,26.15087579822607,40.34821594572665,72.57973531156125,6.364686850510443
63.92991098143154,51.68667419526761,28.391099199365833,46.347289266451234,66.87848167927632,33.90654491771001
50.51756378236898,54.70643493756724,30.56056138579602,41.76021423476272,50.53048233907214,-21.54383912100792
35.45053836041599,24.28477838374768,59.2861312246611,25.20819641121958,59.373430420215925,46.82211693525978
47.97373359849555,59.34172686148909,22.190846867151212,70.28570476856689,76.24612000877647,-83.42352238213569
48.95476649486431,53.501484087769654,56.421128363507776,79.59005591879621,27.140456645426717,73.94915037314006
48.136444178030395,64.37160391580146,54.715928156068784,74.52033815662787,70.35336415869338,36.753697885739726
49.99948848017218,54.89467170723598,44.93475890553998,91.17425303038546,33.19652957776768,-14.233489789634536
41.31278521402162,58.96899092860739,18.328325687589242,66.12402382251406,73.68190387211241,30.486143622215614
57.76293982035689,32.989172278185954,45.630135594460484,59.885770847619604,7.62375980439369,-9.032269652586372
32.28140698372289,52.26696110102091,28.805261090206614,21.951669886783435,61.31199146507276,30.61410098197065
52.75144053664724,32.68756607284237,32.761594132986346,82.47487632390079,29.98832016120078,22.850319192624866
56.16902523823309,32.93521387489191,45.88058696158485,71.1483776954349,9.542876767218468,-54.326650588982375
45.931832337967954,45.77610358380494,55.17160565439199,43.18907835617071,47.33122284735782,30.68744666497954
49.70537630328731,60.16920534099054,52.09696534562312,43.52213851050895,84.30823563444324,-33.66651860889528
56.050479117721736,32.85365415265111,53.35073405215718,77.0885649850453,24.91397571722481,-37.82192738338425
58.76133100568096,37.13482374573238,33.253253221691466,42.477586364816574,17.37736353079657,1.4005814534438876
43.874714554305875,62.7901463866326,49.07051067183842,55.575967917939934,70.10193515068612,144.12156582343997
25.48468157882387,55.24063700048691,52.70108182082684,46.191803226425485,50.75457935308506,66.25316416422672
22.2715458133162,21.972835072773105,58.369436524481635,13.970317750869444,52.76191371487033,57.659529734173894
56.372300573588234,33.470656505997425,51.455666744339034,65.50735135137577,20.28118340062687,-8.686345291899691
57.518093461045375,54.030062797500214,24.874489647847206,47.51415977715037,47.62481556256357,6.579532065601512
52.71565382670363,66.5241038458298,51.60089780394774,68.10554385842244,43.54852128087086,44.94620081805922
58.11610768444338,33.684321849088654,56.252034703795246,44.573195359875875,24.366647245894303,130.301655269211
47.96159256472746,59.374877131721384,29.43078970943763,49.58657201566038,65.52041553717648,61.5315016201975
47.968484815847305,42.1233462483332,38.820529828539385,80.37828931535415,26.517154282214673,2.1687394725131774
50.428881062656174,52.43784295047928,51.36180462240665,59.24950247941364,72.13334810557306,-170.0153395161626
59.30735456246413,32.348534800479996,54.51531608707768,56.15786689480848,33.07381623149626,-53.040699297137465
57.96751865041434,56.18440680709066,28.89424191196701,73.68465070741729,59.4768315854858,29.07497488831743
50.69619672447962,57.57467290060411,20.66818698010867,56.283913614005165,50.65270212085764,24.36910576584541
62.69202040373527,51.921598097539835,27.04638115625696,56.905034959300764,50.52724365512405,51.36097788585238
53.23848329264769,35.223770608170156,25.106321009377865,79.97287072209187,21.226836469004297,-5.755566710052339
47.703496109785576,53.53897516701559,40.002362705685655,57.19069469728638,81.3727051583108,-50.80093003835393
47.471411125596205,41.96572783208195,33.918068347023905,86.8250329876145,32.618716961006754,-14.904278661839683
53.21431185298263,55.333856624194965,24.53144594581261,45.26450725463528,65.14382825865309,-57.8385012682059
50.36529315655018,56.61645952776988,30.615510275877682,70.66508793666733,79.90643624823905,-24.066109132806496
49.920029519009965,45.169802104056274,44.98440626675233,69.49687388423659,43.604721886727425,33.43609259366844
42.24224223629855,62.23730596833066,23.155422304538543,53.311974354374165,54.221913694850244,77.48834207273974
64.0425199356101,58.518419270288206,37.77594111867029,49.13073079431792,68.11936921181332,-43.084032372877786
30.408053326435883,58.077263556461425,19.667655017162986,36.17399519579751,62.08514799366904,54.935112486558275
37.74359655502976,26.578706327150996,27.408349234553967,31.35841171859456,39.52374611989992,74.49190365393542
43.1645525155327,26.469959154765398,58.32154995925586,35.98536820510792,54.71995751486053,-13.450358290027609
43.63163757027016,63.88797766902795,56.128233541818524,49.82651934865757,76.22584363995271,-76.36531821844241
58.84653430975393,53.297700627917465,26.59668861697845,52.06038980127854,74.78672675974232,42.49549690745214
52.459365013014285,31.217004141869282,45.92786359457877,83.81606155862882,28.072492174151396,-58.87069068127999
53.495715661952566,49.88822034617634,42.023501480660826,68.36147735694264,24.136759779093552,-11.858822970447864
48.33091104462793,54.711536172083896,52.563895277038604,60.094287918033395,63.05110790218312,1.3565681318934857
42.03895659609668,56.34529540196916,15.467874845236716,56.57176869655168,70.07432220321652,3.142316312465887
52.46552873052357,59.96469516059568,39.042703596105426,75.26524381703672,33.52200667063677,29.142683006522933
56.87275307571812,55.45104074852662,31.72995900784833,53.98660041797956,90.1633640209323,75.43253844993723
41.5780900934482,27.182646361053756,48.48228425873797,64.00248387033794,40.15400370857894,-83.90627213928211
46.13425938169431,45.600678937975026,64.36187280714772,73.96528044314842,36.19981535524399,-11.625558183320868
47.41373565213524,46.82755252196089,50.53149314134072,78.11827438781151,31.072071297671915,-65.90435297257646
45.85721469406651,62.700913791400716,18.392808180136342,56.94956991389253,62.116121390527425,69.9432188191441
48.50514564251062,26.848080611925933,32.678666442255796,84.85045498003508,35.147884495601765,-37.00006049713234
23.29228467377535,58.96380215044572,58.86303132339275,36.114531137574204,77.36846440023334,47.92370268594845
56.79557874756096,33.97260671984406,47.79523188900933,73.09632554009545,15.092201885632338,27.52975406265905
33.08895784508642,55.01953826004142,19.935517890191555,44.248237715581496,73.88094052377116,22.225433031391127
48.24644825301398,37.53832153077894,52.8762884715467,71.96719355120668,34.61302679355829,-50.71718594520421
51.9301347632948,39.596199155248776,33.90102629892388,73.18475568750048,35.26786146270987,-40.622737408448046
